"","Date","Station","Outflow","Inflow","Total","X","daily.data.summary","daily.data.icon","daily.data.precipIntensity","daily.data.precipProbability","daily.data.precipType","daily.data.temperatureHigh","daily.data.temperatureLow","daily.data.apparentTemperatureHigh","daily.data.apparentTemperatureLow","daily.data.humidity","daily.data.windSpeed","Wday","Wday_bin","Hday_bin","Month","Month_x","Month_y","Season","Precip_bin"
"19122","2011-01-30","31233",0,0,0,133,"Mostly cloudy throughout the day.","partly-cloudy-day",0.0043,0.54,"rain",42.79,27.84,42.79,27.84,0.76,0.44,"Sunday",1,0,1,0.5,0.866025403784439,"Winter",1
"66929","2011-12-28","31231",13,26,39,465,"Mostly cloudy until afternoon.","partly-cloudy-day",0,0,NA,45.15,27.86,41.46,27.86,0.57,4.72,"Wednesday",1,0,12,-2.44929359829471e-16,1,"Winter",0
"34185","2011-05-15","31302",21,15,36,238,"Light rain in the evening.","rain",0.0072,1,"rain",76.68,60.83,76.97,60.98,0.85,0.78,"Sunday",1,0,5,0.5,-0.866025403784439,"Spring",1
"7058","2010-11-08","31209",1,2,3,50,"Clear throughout the day.","clear-day",0,0,NA,62,44.89,62,44.8,0.47,4.33,"Monday",1,0,11,-0.5,0.866025403784438,"Fall",0
"65473","2011-12-18","31623",51,43,94,455,"Mostly cloudy until evening.","partly-cloudy-day",0,0,NA,40.9,27.44,40.83,27.44,0.69,0.95,"Sunday",1,0,12,-2.44929359829471e-16,1,"Winter",0
"42160","2011-07-09","31015",12,16,28,293,"Partly cloudy starting in the evening.","partly-cloudy-night",0,0,NA,88.69,68.35,89.21,69.07,0.68,0.93,"Saturday",1,0,7,-0.5,-0.866025403784439,"Summer",0
"61469","2011-11-20","31241",24,34,58,427,"Mostly cloudy throughout the day.","partly-cloudy-day",5e-04,0.74,"rain",67.13,56.29,67.13,56.29,0.69,1.34,"Sunday",1,0,11,-0.5,0.866025403784438,"Fall",1
"38527","2011-06-14","31305",37,27,64,268,"Mostly cloudy throughout the day.","partly-cloudy-day",0,0,NA,72.78,56.15,72.78,56.15,0.59,1.78,"Tuesday",1,0,6,1.22464679914735e-16,-1,"Spring",0
"51200","2011-09-10","31700",0,0,0,356,"Partly cloudy until evening.","partly-cloudy-day",0,0,NA,82.41,66.4,84.89,67.1,0.81,0.76,"Saturday",1,0,9,-1,-1.83697019872103e-16,"Summer",0
"57312","2011-10-22","31806",0,0,0,398,"Mostly cloudy until evening.","partly-cloudy-day",0,0,NA,58.31,39.57,58.31,39.57,0.71,0.34,"Saturday",1,0,10,-0.866025403784439,0.5,"Fall",0
"44753","2011-07-27","31231",41,45,86,311,"Partly cloudy overnight.","partly-cloudy-night",0,0,NA,90.22,71.06,90.22,71.65,0.5,1.12,"Wednesday",1,0,7,-0.5,-0.866025403784439,"Summer",0
"54622","2011-10-04","31604",66,57,123,380,"Mostly cloudy until evening.","partly-cloudy-day",0,0,NA,67.31,52.95,67.31,52.95,0.79,1.67,"Tuesday",1,0,10,-0.866025403784439,0.5,"Fall",0
"4947","2010-10-24","31013",12,6,18,35,"Partly cloudy starting in the evening.","partly-cloudy-night",0,0,NA,73.65,57.63,73.65,57.63,0.62,1.26,"Sunday",1,0,10,-0.866025403784439,0.5,"Fall",0
"38769","2011-06-16","31401",20,14,34,270,"Rain overnight.","rain",0.0026,0.7,"rain",78.68,64.28,79.04,64.81,0.75,1.6,"Thursday",1,0,6,1.22464679914735e-16,-1,"Summer",1
"28970","2011-04-09","31003",6,7,13,202,"Overcast throughout the day.","cloudy",0,0,NA,51.58,49.61,51.58,49.61,0.84,0.46,"Saturday",1,0,4,0.866025403784439,-0.5,"Spring",0
"50558","2011-09-06","31206",25,24,49,352,"Rain starting in the afternoon, continuing until evening.","rain",0.0523,1,"rain",63.08,62.68,63.46,62.98,0.92,2.12,"Tuesday",1,0,9,-1,-1.83697019872103e-16,"Summer",1
"526","2010-09-23","31804",0,0,0,4,"Partly cloudy in the morning.","partly-cloudy-day",0,0,NA,90.28,70.32,92.69,71.38,0.68,0.44,"Thursday",1,0,9,-1,-1.83697019872103e-16,"Fall",0
"64010","2011-12-08","31620",34,45,79,445,"Partly cloudy overnight.","partly-cloudy-night",0.0013,0.83,"rain",44.34,30.36,42.83,30.36,0.65,3.35,"Thursday",1,0,12,-2.44929359829471e-16,1,"Fall",1
"55389","2011-10-09","31225",155,158,313,385,"Partly cloudy in the evening.","partly-cloudy-day",0,0,NA,79.86,53.57,79.86,53.57,0.74,0.05,"Sunday",1,0,10,-0.866025403784439,0.5,"Fall",0
"14209","2010-12-27","31623",3,4,7,99,"Mostly cloudy in the morning.","partly-cloudy-night",0,0,NA,34.63,27.06,26.61,20.43,0.44,9.88,"Monday",1,0,12,-2.44929359829471e-16,1,"Winter",0
"44147","2011-07-23","31616",45,44,89,307,"Partly cloudy until afternoon and humid throughout the day.","partly-cloudy-day",0,0,NA,98.59,80.68,107.95,85.57,0.58,0.63,"Saturday",1,0,7,-0.5,-0.866025403784439,"Summer",0
"40031","2011-06-24","31626",0,0,0,278,"Partly cloudy throughout the day.","partly-cloudy-day",0,0,NA,85.89,68.72,86.51,68.72,0.65,1.78,"Friday",1,0,6,1.22464679914735e-16,-1,"Summer",0
"9324","2010-11-23","31262",0,0,0,65,"Partly cloudy until evening.","partly-cloudy-day",1e-04,0.43,"rain",66.95,40.68,66.95,37.61,0.65,2.18,"Tuesday",1,0,11,-0.5,0.866025403784438,"Fall",1
"35225","2011-05-22","31235",91,94,185,245,"Mostly cloudy throughout the day.","partly-cloudy-day",0,0,NA,79.83,65.59,81.12,66.2,0.74,0.93,"Sunday",1,0,5,0.5,-0.866025403784439,"Spring",0
"5589","2010-10-28","31621",0,0,0,39,"Partly cloudy in the morning.","partly-cloudy-night",0,0,NA,77.08,48.9,77.08,47.16,0.63,1.92,"Thursday",1,0,10,-0.866025403784439,0.5,"Fall",0
"8210","2010-11-16","31209",0,1,1,58,"Light rain in the morning and afternoon.","rain",0.014,1,"rain",58.27,55.26,58.27,55.26,0.93,1.87,"Tuesday",1,0,11,-0.5,0.866025403784438,"Fall",1
"49641","2011-08-30","31304",14,13,27,345,"Clear throughout the day.","clear-day",0,0,NA,81.53,58.24,81.53,58.24,0.64,0.37,"Tuesday",1,0,8,-0.866025403784438,-0.5,"Summer",0
"13588","2010-12-23","31601",0,0,0,95,"Mostly cloudy until afternoon.","partly-cloudy-day",0,0,NA,41,29.98,34.97,24.69,0.52,7.87,"Thursday",1,0,12,-2.44929359829471e-16,1,"Winter",0
"37460","2011-06-07","31200",208,225,433,261,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",0,0,NA,86.79,69.43,87.87,70.14,0.64,1.24,"Tuesday",1,0,6,1.22464679914735e-16,-1,"Spring",0
"16236","2011-01-10","31262",0,0,0,113,"Partly cloudy throughout the day.","partly-cloudy-night",0,0,NA,33.73,24.3,32.5,24.3,0.54,2.66,"Monday",1,0,1,0.5,0.866025403784439,"Winter",0
"50379","2011-09-04","31113",0,0,0,350,"Humid and partly cloudy throughout the day.","partly-cloudy-day",0,0,NA,87.04,72.43,94.49,73.4,0.78,0.93,"Sunday",1,0,9,-1,-1.83697019872103e-16,"Summer",0
"43678","2011-07-20","31604",52,59,111,304,"Humid throughout the day and partly cloudy in the morning.","partly-cloudy-day",0,0,NA,93.22,77.99,104.09,79.74,0.74,0.4,"Wednesday",1,0,7,-0.5,-0.866025403784439,"Summer",0
"7783","2010-11-13","31703",2,2,4,55,"Partly cloudy in the evening.","partly-cloudy-night",0,0,NA,64.6,35.5,64.6,35.5,0.53,0.32,"Saturday",1,0,11,-0.5,0.866025403784438,"Fall",0
"49721","2011-08-31","31006",17,16,33,346,"Partly cloudy in the evening.","partly-cloudy-day",0,0,NA,82.9,60.8,82.9,60.81,0.67,0.26,"Wednesday",1,0,8,-0.866025403784438,-0.5,"Summer",0
"22127","2011-02-20","31236",19,18,37,154,"Mostly cloudy starting in the afternoon.","partly-cloudy-night",1e-04,0.21,"rain",48.35,40.83,48.35,40.83,0.43,2.61,"Sunday",1,0,2,0.866025403784439,0.5,"Winter",1
"31097","2011-04-23","31614",0,0,0,216,"Overcast until afternoon.","cloudy",0.0035,0.95,"rain",73.17,59.2,73.17,59.2,0.83,2.13,"Saturday",1,0,4,0.866025403784439,-0.5,"Spring",1
"40383","2011-06-27","31704",0,0,0,281,"Mostly cloudy throughout the day.","partly-cloudy-day",5e-04,0.53,"rain",80.21,70.89,82.31,71.73,0.74,0.34,"Monday",1,0,6,1.22464679914735e-16,-1,"Summer",1
"62915","2011-11-30","31020",0,0,0,437,"Mostly cloudy until evening.","partly-cloudy-day",0,0,NA,48.69,36.67,46.72,32.22,0.66,2.99,"Wednesday",1,0,11,-0.5,0.866025403784438,"Fall",0
"52485","2011-09-19","31219",54,58,112,365,"Overcast throughout the day.","cloudy",0,0,NA,68.59,63.74,68.59,63.84,0.75,0.57,"Monday",1,0,9,-1,-1.83697019872103e-16,"Fall",0
"24857","2011-03-11","31235",11,14,25,173,"Mostly cloudy throughout the day.","partly-cloudy-day",9e-04,0.59,"rain",48.57,36.7,46.97,36.7,0.65,3.28,"Friday",1,0,3,1,6.12323399573677e-17,"Winter",1
"64093","2011-12-09","31103",64,29,93,446,"Partly cloudy overnight.","partly-cloudy-night",0,0,NA,51.23,35.73,51.23,35.73,0.74,0.88,"Friday",1,0,12,-2.44929359829471e-16,1,"Fall",0
"8890","2010-11-20","31238",15,23,38,62,"Partly cloudy overnight.","partly-cloudy-night",0,0,NA,63.97,39.32,63.97,39.32,0.62,0.93,"Saturday",1,0,11,-0.5,0.866025403784438,"Fall",0
"21896","2011-02-19","31500",2,2,4,153,"Clear throughout the day.","clear-day",0,0,NA,54.22,31.3,54.22,27.65,0.22,9.63,"Saturday",1,0,2,0.866025403784439,0.5,"Winter",0
"6733","2010-11-05","31014",0,0,0,47,"Mostly cloudy until evening.","partly-cloudy-day",0,0,NA,55.1,37.37,55.1,37.37,0.7,3.1,"Friday",1,0,11,-0.5,0.866025403784438,"Fall",0
"57090","2011-10-21","31218",73,71,144,397,"Mostly cloudy throughout the day.","partly-cloudy-day",0,0,NA,59.17,44.34,59.17,44.34,0.65,1.49,"Friday",1,0,10,-0.866025403784439,0.5,"Fall",0
"16619","2011-01-13","31402",4,1,5,116,"Clear throughout the day.","clear-day",0,0,NA,34.39,21.64,28.89,21.4,0.52,5.4,"Thursday",1,0,1,0.5,0.866025403784439,"Winter",0
"747","2010-09-25","31802",0,0,0,6,"Partly cloudy throughout the day.","partly-cloudy-day",0,0,NA,90.15,65.23,90.15,65.23,0.5,1.08,"Saturday",1,0,9,-1,-1.83697019872103e-16,"Fall",0
"61764","2011-11-22","31244",0,0,0,429,"Rain until evening.","rain",0.0217,1,"rain",56.79,57.56,56.79,57.56,0.94,0.45,"Tuesday",1,0,11,-0.5,0.866025403784438,"Fall",1
"14818","2010-12-31","31625",0,0,0,103,"Partly cloudy until afternoon.","partly-cloudy-day",0,0,NA,50.85,34.22,50.85,34.22,0.64,0.37,"Friday",1,0,12,-2.44929359829471e-16,1,"Winter",0
"23702","2011-03-03","31226",8,6,14,165,"Clear throughout the day.","clear-day",0,0,NA,39.1,29.62,39.1,29.62,0.33,1.73,"Thursday",1,0,3,1,6.12323399573677e-17,"Winter",0
"30828","2011-04-22","31101",40,25,65,215,"Light rain starting in the afternoon.","rain",0.0105,1,"rain",48.02,43.65,48.02,42.43,0.69,1.98,"Friday",1,1,4,0.866025403784439,-0.5,"Spring",1
"46856","2011-08-11","31300",23,18,41,326,"Partly cloudy in the morning.","partly-cloudy-night",0,0,NA,84.88,65.15,84.88,65.15,0.52,0.95,"Thursday",1,0,8,-0.866025403784438,-0.5,"Summer",0
"52718","2011-09-21","31206",33,29,62,367,"Foggy in the morning.","fog",6e-04,0.8,"rain",75.18,70.18,76.01,71.32,0.89,0.41,"Wednesday",1,0,9,-1,-1.83697019872103e-16,"Fall",1
"36618","2011-06-01","31004",7,11,18,255,"Humid throughout the day and partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",2e-04,0.28,"rain",94.8,72.09,101.7,72.09,0.68,1.04,"Wednesday",1,0,6,1.22464679914735e-16,-1,"Spring",1
"9174","2010-11-22","31237",21,23,44,64,"Foggy in the morning.","fog",0,0,NA,61.96,52.4,61.96,52.4,0.81,1.33,"Monday",1,0,11,-0.5,0.866025403784438,"Fall",0
"25360","2011-03-15","31205",47,39,86,177,"Heavy rain overnight.","rain",0.0026,1,"rain",50.83,42.3,50.83,42.3,0.64,2.09,"Tuesday",1,0,3,1,6.12323399573677e-17,"Spring",1
"3879","2010-10-16","31115",0,0,0,27,"Clear throughout the day.","clear-day",0,0,NA,65.82,45.71,65.82,45.71,0.51,4.16,"Saturday",1,0,10,-0.866025403784439,0.5,"Fall",0
"33249","2011-05-08","31245",0,0,0,231,"Mostly cloudy throughout the day.","partly-cloudy-day",0,0,NA,72.95,52.18,72.95,52.18,0.62,0.47,"Sunday",1,0,5,0.5,-0.866025403784439,"Spring",0
"32843","2011-05-06","31105",71,58,129,229,"Mostly cloudy starting in the afternoon.","partly-cloudy-day",3e-04,0.37,"rain",71.74,50.4,71.74,50.4,0.59,1.49,"Friday",1,0,5,0.5,-0.866025403784439,"Spring",1
"31410","2011-04-26","31009",13,12,25,219,"Partly cloudy throughout the day.","partly-cloudy-day",0,0,NA,84.9,68.84,85.34,69.46,0.64,3.89,"Tuesday",1,0,4,0.866025403784439,-0.5,"Spring",0
"21615","2011-02-17","31002",10,6,16,151,"Mostly cloudy in the morning.","partly-cloudy-night",0,0,NA,70.83,56.2,70.83,56.2,0.46,2.05,"Thursday",1,0,2,0.866025403784439,0.5,"Winter",0
"11432","2010-12-08","31300",3,2,5,80,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",0,0,NA,33.78,21.57,28.84,21.57,0.47,4.61,"Wednesday",1,0,12,-2.44929359829471e-16,1,"Fall",0
"1672","2010-10-01","31504",0,0,0,12,"Mostly cloudy until evening.","partly-cloudy-day",0.0181,1,"rain",71.26,48.81,71.26,48.81,0.7,4.89,"Friday",1,0,10,-0.866025403784439,0.5,"Fall",1
"19376","2011-02-01","31700",0,0,0,135,"Rain overnight.","rain",0.0014,0.98,"snow",36.32,33.84,36.32,32.23,0.86,0.39,"Tuesday",1,0,2,0.866025403784439,0.5,"Winter",1
"65666","2011-12-20","31209",5,3,8,457,"Mostly cloudy throughout the day.","partly-cloudy-day",0,0,NA,55.03,47.16,55.03,47.16,0.61,0.08,"Tuesday",1,0,12,-2.44929359829471e-16,1,"Winter",0
"30322","2011-04-18","31112",5,11,16,211,"Partly cloudy until afternoon.","partly-cloudy-day",0,0,NA,76.64,60.02,76.64,60.02,0.48,1.25,"Monday",1,0,4,0.866025403784439,-0.5,"Spring",0
"66124","2011-12-23","31108",14,10,24,460,"Mostly cloudy throughout the day.","partly-cloudy-day",0.015,1,"rain",50.69,39.76,50.69,37.92,0.74,2.77,"Friday",1,0,12,-2.44929359829471e-16,1,"Winter",1
"51552","2011-09-12","31806",0,0,0,358,"Partly cloudy in the morning.","partly-cloudy-night",0.0018,0.8,"rain",81.92,62.53,82.84,62.83,0.76,0.21,"Monday",1,0,9,-1,-1.83697019872103e-16,"Summer",1
"63513","2011-12-05","31603",43,42,85,442,"Mostly cloudy throughout the day.","partly-cloudy-day",0,0,NA,58.54,55.16,58.54,55.16,0.82,0.34,"Monday",1,0,12,-2.44929359829471e-16,1,"Fall",0
"4652","2010-10-22","31502",6,3,9,33,"Partly cloudy until afternoon.","partly-cloudy-day",0,0,NA,57.56,40.39,57.56,40.39,0.53,2.7,"Friday",1,0,10,-0.866025403784439,0.5,"Fall",0
"32267","2011-05-02","31105",60,50,110,225,"Mostly cloudy until afternoon.","partly-cloudy-day",0,0,NA,78.21,62.64,78.4,62.64,0.72,1.12,"Monday",1,0,5,0.5,-0.866025403784439,"Spring",0
"55011","2011-10-07","31600",74,78,152,383,"Clear throughout the day.","clear-day",0,0,NA,72.3,48.36,72.3,48.36,0.75,0.13,"Friday",1,0,10,-0.866025403784439,0.5,"Fall",0
"67033","2011-12-29","31102",27,21,48,466,"Mostly cloudy throughout the day.","partly-cloudy-day",0,0,NA,41.4,32.29,41.4,32.29,0.65,0.35,"Thursday",1,0,12,-2.44929359829471e-16,1,"Winter",0
"21513","2011-02-16","31302",13,6,19,150,"Partly cloudy in the morning.","partly-cloudy-night",0,0,NA,57.93,42.88,57.93,42.88,0.43,2.61,"Wednesday",1,0,2,0.866025403784439,0.5,"Winter",0
"53525","2011-09-26","31617",15,20,35,372,"Mostly cloudy until evening.","partly-cloudy-day",0,0,NA,79.69,70.58,82.57,71.66,0.86,0.45,"Monday",1,0,9,-1,-1.83697019872103e-16,"Fall",0
"60318","2011-11-12","31022",0,0,0,419,"Partly cloudy overnight.","partly-cloudy-night",0,0,NA,62.77,41.59,62.77,41.59,0.55,1.54,"Saturday",1,0,11,-0.5,0.866025403784438,"Fall",0
"56980","2011-10-20","31266",0,0,0,396,"Mostly cloudy throughout the day.","partly-cloudy-day",1e-04,0.33,"rain",58.89,46.13,58.89,46.13,0.69,3.96,"Thursday",1,0,10,-0.866025403784439,0.5,"Fall",1
"53397","2011-09-25","31621",18,19,37,371,"Mostly cloudy throughout the day.","partly-cloudy-day",4e-04,0.39,"rain",76.96,69.88,78,70.93,0.88,0.11,"Sunday",1,0,9,-1,-1.83697019872103e-16,"Fall",1
"52264","2011-09-17","31615",0,0,0,363,"Mostly cloudy throughout the day.","partly-cloudy-day",0,0,NA,62.89,52.77,62.89,52.77,0.79,0.68,"Saturday",1,0,9,-1,-1.83697019872103e-16,"Fall",0
"39759","2011-06-23","31002",10,15,25,277,"Humid and partly cloudy throughout the day.","partly-cloudy-day",0,0,NA,83.96,72.19,89.43,73.3,0.74,1.62,"Thursday",1,0,6,1.22464679914735e-16,-1,"Summer",0
"42182","2011-07-09","31404",0,0,0,293,"Partly cloudy starting in the evening.","partly-cloudy-night",0,0,NA,88.69,68.35,89.21,69.07,0.68,0.93,"Saturday",1,0,7,-0.5,-0.866025403784439,"Summer",0
"24355","2011-03-08","31106",38,35,73,170,"Partly cloudy until afternoon.","partly-cloudy-day",0,0,NA,50.95,36.41,50.95,36.41,0.45,0.91,"Tuesday",1,0,3,1,6.12323399573677e-17,"Winter",0
"52804","2011-09-21","31266",0,0,0,367,"Foggy in the morning.","fog",6e-04,0.8,"rain",75.18,70.18,76.01,71.32,0.89,0.41,"Wednesday",1,0,9,-1,-1.83697019872103e-16,"Fall",1
"12984","2010-12-19","31202",19,24,43,91,"Mostly cloudy until afternoon.","partly-cloudy-day",0,0,NA,35,24.21,32.47,20.84,0.67,2.5,"Sunday",1,0,12,-2.44929359829471e-16,1,"Winter",0
"31446","2011-04-26","31214",111,102,213,219,"Partly cloudy throughout the day.","partly-cloudy-day",0,0,NA,84.9,68.84,85.34,69.46,0.64,3.89,"Tuesday",1,0,4,0.866025403784439,-0.5,"Spring",0
"16518","2011-01-12","31237",7,10,17,115,"Mostly cloudy throughout the day.","partly-cloudy-day",4e-04,0.31,"snow",33.15,25.46,26.62,19.71,0.66,4.79,"Wednesday",1,0,1,0.5,0.866025403784439,"Winter",1
"56171","2011-10-15","31105",61,38,99,391,"Partly cloudy in the morning.","partly-cloudy-night",0,0,NA,70.39,49.24,70.39,49.24,0.52,2.31,"Saturday",1,0,10,-0.866025403784439,0.5,"Fall",0
"19834","2011-02-04","31238",18,27,45,138,"Mostly cloudy starting in the afternoon.","partly-cloudy-night",0,0,NA,41.37,34.05,41.37,34.05,0.6,0.95,"Friday",1,0,2,0.866025403784439,0.5,"Winter",0
"49852","2011-09-01","31108",48,53,101,347,"Mostly cloudy overnight.","partly-cloudy-night",0,0,NA,80.86,66.94,82.08,67.5,0.71,0.45,"Thursday",1,0,9,-1,-1.83697019872103e-16,"Summer",0
"42468","2011-07-11","31244",0,0,0,295,"Rain starting in the evening.","rain",0.0039,0.76,"rain",92.86,74.48,103.81,75.87,0.68,1.55,"Monday",1,0,7,-0.5,-0.866025403784439,"Summer",1
"19730","2011-02-04","31209",0,5,5,138,"Mostly cloudy starting in the afternoon.","partly-cloudy-night",0,0,NA,41.37,34.05,41.37,34.05,0.6,0.95,"Friday",1,0,2,0.866025403784439,0.5,"Winter",0
"22835","2011-02-25","31616",9,16,25,159,"Rain in the morning.","rain",0.0105,1,"rain",64.3,34.13,64.3,34.13,0.73,4.13,"Friday",1,0,2,0.866025403784439,0.5,"Winter",1
"64046","2011-12-08","31016",6,1,7,445,"Partly cloudy overnight.","partly-cloudy-night",0.0013,0.83,"rain",44.34,30.36,42.83,30.36,0.65,3.35,"Thursday",1,0,12,-2.44929359829471e-16,1,"Fall",1
"37905","2011-06-10","31401",38,22,60,264,"Partly cloudy starting in the afternoon.","partly-cloudy-day",0.0016,0.45,"rain",91.45,74.36,95.1,74.99,0.66,0.14,"Friday",1,0,6,1.22464679914735e-16,-1,"Spring",1
"16948","2011-01-15","31266",0,0,0,118,"Mostly cloudy throughout the day.","partly-cloudy-day",1e-04,0.12,"rain",43.49,34.41,43.49,30.32,0.54,1.26,"Saturday",1,0,1,0.5,0.866025403784439,"Winter",1
"41224","2011-07-03","31012",4,2,6,287,"Rain in the morning and evening.","rain",0.0176,1,"rain",91.4,70.52,96.91,71.44,0.72,0.6,"Sunday",1,0,7,-0.5,-0.866025403784439,"Summer",1
"19677","2011-02-03","31225",7,17,24,137,"Clear throughout the day.","clear-day",0,0,NA,34.55,24.83,33.72,24.83,0.5,4.22,"Thursday",1,0,2,0.866025403784439,0.5,"Winter",0
"46963","2011-08-12","31106",69,63,132,327,"Partly cloudy in the morning.","partly-cloudy-day",0,0,NA,86.25,67.68,86.25,67.82,0.52,0.41,"Friday",1,0,8,-0.866025403784438,-0.5,"Summer",0
"6379","2010-11-03","31008",6,3,9,45,"Light rain overnight.","rain",5e-04,0.77,"rain",54.99,49.13,54.99,49.13,0.77,0.87,"Wednesday",1,0,11,-0.5,0.866025403784438,"Fall",1
"1645","2010-10-01","31216",22,30,52,12,"Mostly cloudy until evening.","partly-cloudy-day",0.0181,1,"rain",71.26,48.81,71.26,48.81,0.7,4.89,"Friday",1,0,10,-0.866025403784439,0.5,"Fall",1
"40532","2011-06-28","31211",13,17,30,282,"Partly cloudy throughout the day.","partly-cloudy-day",8e-04,0.26,"rain",91.68,71.67,97.26,72.62,0.72,0.5,"Tuesday",1,0,6,1.22464679914735e-16,-1,"Summer",1
"46201","2011-08-06","31017",0,0,0,321,"Rain in the evening.","rain",0.0059,0.78,"rain",87.69,76.26,94.52,77.93,0.78,1.5,"Saturday",1,0,8,-0.866025403784438,-0.5,"Summer",1
"5852","2010-10-30","31224",4,4,8,41,"Partly cloudy in the morning.","partly-cloudy-day",0,0,NA,59.31,44.23,59.31,44.23,0.59,2.22,"Saturday",1,0,10,-0.866025403784439,0.5,"Fall",0
"17387","2011-01-18","31052",0,0,0,121,"Foggy starting in the evening.","fog",0.0041,0.75,"snow",34.75,33.28,34.75,33.28,0.91,1.16,"Tuesday",1,0,1,0.5,0.866025403784439,"Winter",1
"783","2010-09-25","31704",0,0,0,6,"Partly cloudy throughout the day.","partly-cloudy-day",0,0,NA,90.15,65.23,90.15,65.23,0.5,1.08,"Saturday",1,0,9,-1,-1.83697019872103e-16,"Fall",0
"37613","2011-06-08","31203",83,84,167,262,"Humid throughout the day.","clear-day",0,0,NA,96.27,76.41,104.02,77.73,0.64,0.66,"Wednesday",1,0,6,1.22464679914735e-16,-1,"Spring",0
"21850","2011-02-18","31238",33,41,74,152,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",0,0,NA,74.54,48.43,74.54,44.29,0.51,3.58,"Friday",1,0,2,0.866025403784439,0.5,"Winter",0
"36393","2011-05-30","31304",13,9,22,253,"Clear throughout the day.","clear-day",0,0,NA,94.47,73.14,99.54,74.13,0.69,0.63,"Monday",1,0,5,0.5,-0.866025403784439,"Spring",0
"66532","2011-12-26","31100",3,3,6,463,"Mostly cloudy until afternoon.","partly-cloudy-day",0,0,NA,48.22,34.57,46.61,34.57,0.54,3.14,"Monday",1,0,12,-2.44929359829471e-16,1,"Winter",0
"47538","2011-08-16","31009",24,25,49,331,"Mostly cloudy until evening.","partly-cloudy-day",0,0,NA,84.26,65.78,85.11,66.25,0.68,1.93,"Tuesday",1,0,8,-0.866025403784438,-0.5,"Summer",0
"21002","2011-02-12","31019",0,0,0,146,"Partly cloudy until afternoon.","partly-cloudy-day",0,0,NA,44.64,30.81,40.26,30.81,0.55,2.7,"Saturday",1,0,2,0.866025403784439,0.5,"Winter",0
"20779","2011-02-11","31008",2,0,2,145,"Clear throughout the day.","clear-day",0,0,NA,44.21,21.34,44.21,21.34,0.55,0.83,"Friday",1,0,2,0.866025403784439,0.5,"Winter",0
"23265","2011-02-28","31609",6,9,15,162,"Rain starting in the afternoon, continuing until evening.","rain",0.0205,1,"rain",69.56,33.41,69.56,29.57,0.85,1.42,"Monday",1,0,2,0.866025403784439,0.5,"Winter",1
"7446","2010-11-10","31237",25,27,52,52,"Clear throughout the day.","clear-day",0,0,NA,62.47,40.88,62.47,40.88,0.68,2.04,"Wednesday",1,0,11,-0.5,0.866025403784438,"Fall",0
"32364","2011-05-02","31262",0,0,0,225,"Mostly cloudy until afternoon.","partly-cloudy-day",0,0,NA,78.21,62.64,78.4,62.64,0.72,1.12,"Monday",1,0,5,0.5,-0.866025403784439,"Spring",0
"11805","2010-12-10","31707",0,0,0,82,"Mostly cloudy throughout the day.","partly-cloudy-day",0,0,NA,36.89,26.59,36.89,26.59,0.63,1.07,"Friday",1,0,12,-2.44929359829471e-16,1,"Fall",0
"30867","2011-04-22","31013",0,0,0,215,"Light rain starting in the afternoon.","rain",0.0105,1,"rain",48.02,43.65,48.02,42.43,0.69,1.98,"Friday",1,1,4,0.866025403784439,-0.5,"Spring",1
"17122","2011-01-16","31625",0,0,0,119,"Mostly cloudy starting in the evening.","partly-cloudy-night",0,0,NA,38.58,29.13,36.97,29.13,0.52,2.48,"Sunday",1,0,1,0.5,0.866025403784439,"Winter",0
"50474","2011-09-05","31620",31,41,72,351,"Heavy rain starting in the evening.","rain",0.0135,1,"rain",81.1,62.52,85.28,62.76,0.82,0.36,"Monday",1,1,9,-1,-1.83697019872103e-16,"Summer",1
"34445","2011-05-17","31203",93,86,179,240,"Mostly cloudy throughout the day.","partly-cloudy-day",0.005,0.75,"rain",71.94,63.05,72.15,63.42,0.84,2.33,"Tuesday",1,0,5,0.5,-0.866025403784439,"Spring",1
"19415","2011-02-01","31706",0,0,0,135,"Rain overnight.","rain",0.0014,0.98,"snow",36.32,33.84,36.32,32.23,0.86,0.39,"Tuesday",1,0,2,0.866025403784439,0.5,"Winter",1
"11022","2010-12-05","31220",3,6,9,77,"Mostly cloudy until evening.","partly-cloudy-day",0,0,NA,37.95,30.14,31.6,24.46,0.5,6.65,"Sunday",1,0,12,-2.44929359829471e-16,1,"Fall",0
"48331","2011-08-21","31227",25,15,40,336,"Rain starting in the afternoon, continuing until evening.","rain",0.0094,0.76,"rain",87.83,71.64,95.44,71.9,0.8,0.88,"Sunday",1,0,8,-0.866025403784438,-0.5,"Summer",1
"2603","2010-10-08","31105",23,12,35,19,"Clear throughout the day.","clear-day",0,0,NA,76.71,52.06,76.71,52.06,0.57,1.29,"Friday",1,0,10,-0.866025403784439,0.5,"Fall",0
"59386","2011-11-06","31702",0,0,0,413,"Mostly cloudy in the morning.","partly-cloudy-day",0,0,NA,58.02,37.3,58.02,37.3,0.76,0.51,"Sunday",1,0,11,-0.5,0.866025403784438,"Fall",0
